,Y,Pais,edad,genero,Antiguedad,nombre_estado,Tiene_creditos,Creditos,saldo_actual,saldo_vencido,mop_historico,numero_pagos_vencidos,Promedio de limite_credito,Promedio de credito_maximo,Promedio de cantidad_cuotas,Promedio de valor_cuota,ahorro_impacto,bienestar_financiero_impacto,coaching_impacto,gestion_de_gastos_impacto,score,perfil_usuario,sistema_operativo,Desinstalaciones,Tiene_ahorro,monto_ahorro,monto_bloqueado,monto_total,Tiene_seguros,Seguros,Activo_saldo_actual,Activo_saldo_vencido,%_Activo,Activos_pagos_vencidos,Activos_garantia,Autos_saldo_actual,Autos_saldo_vencido,%_Autos,Autos_pagos_vencidos,Autos_garantia,Comunicaciones_saldo_actual,Comunicaciones_saldo_vencido,%_comunicaciones,Comunicaciones_pagos_vencidos,Comunicaciones_garantia,Consumo_saldo_actual,Consumo_saldo_vencido,%_consumo,consumo_pagos_vencidos,consumo_garantia,Educacion_saldo_actual,Educacion_saldo_vencido,%_educuacion,Educacion_pagos_vencidos,Educacion_garantia,Libranza_saldo_actual,Libranza_saldo_vencido,%_libranza,Libranza_pagos_vencidos,Libranza_garantia,Microcredito_saldo_actual,Microcredito_saldo_vencido,%_microcredito,microcredito_pagos_vencidos,microcredito_garantia,Otros_saldo_actual,Otros_saldo_vencido,%_otro,Otros_pagos_vencidos,Otros_garantia,Tarjeta_credito_saldo_actual,Tarjeta_credito_saldo_vencido,%_tarjeta,Tarjeta_pagos_vencidos,Tarjeta_garantia,Vivienda_saldo_actual,Vivienda_saldo_vencido,%_vivienda,Vivienda_pagos_vencidos,Vivienda_garantia,Garantia
3597,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,3,577000.0,577000.0,N,,0.0,58667.0,,58667.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,577000.0,577000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3598,0,CO,21.0,MASCULINO,de 6 meses a 1 año,"Bogotá, d.c.",1,1,0.0,0.0,N,0.0,,-1.0,-1.0,28000.0,0.0,0.0,0.0,0.0,7.0,Joven,ANDROID,1.0,1,30000.0,,,0,0,,,,,,,,,,,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3602,0,CO,43.0,MASCULINO,Menos de 6 meses,,1,13,5441000.0,4475000.0,N,,369231.0,2719231.0,9.25,119538.0,0.0,0.0,0.0,0.0,420.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,4475000.0,4475000.0,0.822459106781841,,1.0,,,,,,966000.0,0.0,0.177540893218158,,,,,,,,2.0
3603,0,CO,42.0,MASCULINO,Menos de 6 meses,,1,9,186000.0,186000.0,N,,0.0,244444.0,4.4,8333.0,0.0,0.0,0.0,0.0,445.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,186000.0,186000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
3607,0,CO,28.0,FEMENINO,Menos de 6 meses,,1,3,253000.0,317000.0,N,1.0,,71333.0,-0.33,71333.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,39000.0,39000.0,0.154150197628458,0.0,1.0,214000.0,278000.0,0.845849802371541,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3614,1,CO,28.0,MASCULINO,Menos de 6 meses,,1,15,11824000.0,14905000.0,N,8.0,1150000.0,1029769.0,10.46,27800.0,0.0,0.0,0.0,0.0,294.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,11824000.0,14905000.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,2.0
3621,0,CO,40.0,MASCULINO,Menos de 6 meses,,1,18,4401000.0,2960000.0,6,14.0,,712813.0,6.31,61375.0,0.0,0.0,0.0,0.0,362.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,147000.0,147000.0,0.0334014996591683,0.0,1.0,4254000.0,2813000.0,0.966598500340831,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3622,0,CO,27.0,MASCULINO,Menos de 6 meses,,1,8,2453999.0,1337999.0,N,8.0,,685500.0,2.63,211000.0,0.0,0.0,0.0,0.0,256.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,223000.0,223000.0,0.0908720826699603,6.0,1.0,2230999.0,1114999.0,0.909127917330039,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3623,0,CO,46.0,MASCULINO,Menos de 6 meses,,1,3,3774000.0,3774000.0,N,1.0,,1887000.0,36.5,1887000.0,0.0,0.0,0.0,0.0,405.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,1.0,,,,,,,,,,,3774000.0,3774000.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3629,0,CO,36.0,MASCULINO,Menos de 6 meses,,1,4,960000.0,367000.0,N,,0.0,125500.0,1.0,240000.0,0.0,0.0,0.0,0.0,430.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,960000.0,367000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3630,0,CO,38.0,FEMENINO,de 6 meses a 1 año,,1,8,-1.0,33000.0,N,0.0,,18999.0,-1.0,23714.0,0.0,0.0,0.0,0.0,732.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,-1.0,33000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3631,0,CO,31.0,MASCULINO,Menos de 6 meses,,1,5,1529000.0,2849000.0,N,,0.0,301800.0,33.75,528000.0,0.0,0.0,0.0,0.0,360.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,99000.0,99000.0,0.0647482014388489,,1.0,1430000.0,2750000.0,0.935251798561151,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3633,0,CO,21.0,MASCULINO,Menos de 6 meses,,1,2,231000.0,231000.0,N,,0.0,116000.0,3.0,38500.0,0.0,0.0,0.0,0.0,416.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,231000.0,231000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3639,1,CO,30.0,MASCULINO,Menos de 6 meses,,1,11,10527000.0,10527000.0,N,,0.0,1236364.0,0.0,945273.0,0.0,0.0,0.0,0.0,361.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,129000.0,129000.0,0.012254203476774,,1.0,10398000.0,10398000.0,0.987745796523226,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
3640,0,CO,21.0,MASCULINO,Menos de 6 meses,,1,4,151999.0,151999.0,N,14.0,,46250.0,1.75,8750.0,0.0,0.0,0.0,0.0,289.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,151999.0,151999.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3649,0,CO,31.0,MASCULINO,Menos de 6 meses,,1,3,538000.0,429000.0,N,,0.0,121333.0,3.0,132667.0,0.0,0.0,0.0,0.0,241.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,174000.0,65000.0,0.323420074349442,,1.0,364000.0,364000.0,0.676579925650557,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3651,0,CO,27.0,MASCULINO,Menos de 6 meses,,1,2,541000.0,541000.0,N,,0.0,1030000.0,17.0,34000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,541000.0,541000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3653,0,CO,23.0,MASCULINO,Menos de 6 meses,,1,4,1562000.0,1075000.0,N,,0.0,547500.0,8.5,43500.0,0.0,0.0,0.0,0.0,413.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,635000.0,0.0,0.406530089628681,,1.0,,,,,,,,,,,927000.0,1075000.0,0.593469910371318,,1.0,,,,,,,,,,,,,,,,2.0
3656,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,1,283000.0,378000.0,5,,0.0,0.0,33.0,378000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,283000.0,378000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3657,0,CO,40.0,MASCULINO,Menos de 6 meses,,1,12,7094999.0,4005999.0,N,12.0,,813555.0,2.67,261333.0,0.0,0.0,0.0,0.0,371.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,50999.0,-1.0,0.00718802074531652,0.0,1.0,7044000.0,4006000.0,0.992811979254683,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3658,0,CO,31.0,FEMENINO,de 6 meses a 1 año,,1,4,645000.0,645000.0,6,1.0,,2680499.0,9.5,20500.0,0.0,0.0,0.0,0.0,292.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,564000.0,564000.0,0.874418604651162,0.0,1.0,81000.0,81000.0,0.125581395348837,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3664,0,CO,20.0,FEMENINO,Menos de 6 meses,,1,2,493000.0,76000.0,N,,0.0,813500.0,16.0,81000.0,0.0,0.0,0.0,0.0,323.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,76000.0,76000.0,0.154158215010141,,1.0,417000.0,0.0,0.845841784989858,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3668,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,24,2204000.0,0.0,N,0.0,,144583.0,4.33,11417.0,0.0,0.0,0.0,0.0,7.0,Joven,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,1212000.0,0.0,0.549909255898366,0.0,1.0,,,,,,,,,,,992000.0,0.0,0.450090744101633,0.0,1.0,,,,,,,,,,,,,,,,2.0
3669,0,CO,31.0,FEMENINO,Menos de 6 meses,,1,2,1013000.0,776000.0,N,1.0,,820000.0,8.5,438500.0,0.0,0.0,0.0,0.0,397.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,1013000.0,776000.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3670,0,CO,23.0,MASCULINO,Menos de 6 meses,,1,9,45101000.0,0.0,N,,555556.0,1294222.0,13.5,126333.0,0.0,0.0,0.0,0.0,701.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,2422000.0,0.0,0.0537016917584975,,1.0,38094000.0,0.0,0.844637591184231,,1.0,,,,,,,,,,,,,,,,4585000.0,0.0,0.101660717057271,,,,,,,,2.0
3675,0,CO,23.0,FEMENINO,Menos de 6 meses,,1,19,393000.0,393000.0,N,,0.0,98947.0,1.78,26105.0,0.0,0.0,0.0,0.0,377.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,393000.0,393000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3683,0,CO,22.0,FEMENINO,Menos de 6 meses,CESAR,1,4,557999.0,278999.0,N,10.0,,240000.0,3.25,24500.0,1.0,0.0,0.0,0.0,332.0,Bajo,,,1,30000.0,75200.82,75202.61,0,0,,,,,,,,,,,69000.0,0.0,0.123656135584472,0.0,1.0,488999.0,278999.0,0.876343864415527,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3695,0,CO,32.0,MASCULINO,Menos de 6 meses,,1,3,825000.0,825000.0,N,28.0,,-1.0,3.0,56000.0,0.0,0.0,0.0,0.0,236.0,Bajo,,,0,0.0,0.0,0.0,0,0,749000.0,749000.0,0.907878787878787,7.0,1.0,,,,,,76000.0,76000.0,0.0921212121212121,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3701,0,CO,33.0,MASCULINO,Menos de 6 meses,,1,2,232000.0,232000.0,6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,232000.0,232000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3706,0,CO,40.0,MASCULINO,Menos de 6 meses,,1,13,929000.0,225000.0,N,1.0,,213692.0,1.54,71692.0,0.0,0.0,0.0,0.0,325.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,929000.0,225000.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3711,0,CO,20.0,MASCULINO,de 6 meses a 1 año,,1,4,165000.0,114000.0,N,13.0,,9999.0,-1.0,37250.0,0.0,0.0,0.0,0.0,403.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,165000.0,114000.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3724,0,CO,26.0,MASCULINO,Menos de 6 meses,,1,8,5451000.0,3927000.0,N,,0.0,344875.0,0.67,357875.0,0.0,0.0,0.0,0.0,204.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,656000.0,656000.0,0.120344890845716,,1.0,4795000.0,3271000.0,0.879655109154283,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3728,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,1,0.0,0.0,N,,0.0,125000.0,1.0,0.0,0.0,0.0,0.0,0.0,756.0,Alto,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3736,0,CO,29.0,FEMENINO,Menos de 6 meses,,1,4,447000.0,685000.0,N,,0.0,0.0,1.0,55250.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,226000.0,226000.0,0.50559284116331,,1.0,,,,,,,,,,,,,,,,,,,,,221000.0,459000.0,0.494407158836689,,1.0,,,,,,,,,,,2.0
3745,0,CO,,FEMENINO,Menos de 6 meses,,1,21,7209000.0,1377000.0,N,65.0,,1096714.0,13.0,130714.0,0.0,0.0,0.0,0.0,286.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,1118000.0,1051000.0,0.155083922874185,0.0,1.0,6091000.0,326000.0,0.844916077125815,65.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3746,0,CO,43.0,FEMENINO,de 6 meses a 1 año,,1,18,752000.0,752000.0,N,0.0,,4117.0,0.65,4118.0,0.0,0.0,0.0,0.0,441.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,752000.0,752000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,2.0
3747,0,CO,29.0,MASCULINO,Menos de 6 meses,,1,6,2207000.0,2207000.0,N,,0.0,192000.0,5.33,79000.0,0.0,0.0,0.0,0.0,358.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,2207000.0,2207000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3749,0,CO,23.0,MASCULINO,Menos de 6 meses,,1,4,896000.0,0.0,N,0.0,,268000.0,2.75,37250.0,0.0,0.0,0.0,0.0,655.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,66000.0,0.0,0.0736607142857142,0.0,1.0,830000.0,0.0,0.926339285714285,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3751,0,CO,34.0,FEMENINO,Menos de 6 meses,,1,7,369000.0,207000.0,N,,0.0,0.0,1.0,30429.0,0.0,0.0,0.0,0.0,443.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,207000.0,207000.0,0.560975609756097,,1.0,,,,,,,,,,,,,,,,,,,,,162000.0,0.0,0.439024390243902,,1.0,,,,,,,,,,,2.0
3753,0,CO,28.0,MASCULINO,de 6 meses a 1 año,,1,5,2108999.0,2108999.0,,17.0,,195999.0,3.8,41400.0,0.0,0.0,0.0,0.0,245.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,216999.0,216999.0,0.102891940678966,0.0,1.0,1892000.0,1892000.0,0.897108059321033,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3762,0,CO,,MASCULINO,de 6 meses a 1 año,,1,1,83000.0,83000.0,,0.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,83000.0,83000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3765,0,CO,30.0,MASCULINO,Menos de 6 meses,,1,9,7561000.0,7076000.0,N,,466667.0,816889.0,15.33,356333.0,0.0,0.0,0.0,0.0,211.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,333000.0,333000.0,0.0440417934135696,,1.0,2822000.0,6743000.0,0.373231054093373,,1.0,,,,,,,,,,,,,,,,,,,,,4406000.0,0.0,0.582727152493056,,,,,,,,2.0
3767,0,CO,27.0,MASCULINO,Menos de 6 meses,,1,1,163000.0,163000.0,4,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,163000.0,163000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3773,0,CO,23.0,MASCULINO,Menos de 6 meses,,1,7,928000.0,134000.0,N,0.0,,11571.0,1.71,19000.0,0.0,0.0,0.0,0.0,425.0,Bajo,,,0,0.0,0.0,0.0,0,0,794000.0,0.0,0.855603448275862,0.0,1.0,,,,,,134000.0,134000.0,0.144396551724137,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3774,0,CO,41.0,MASCULINO,de 6 meses a 1 año,Santander,1,2,0.0,-1.0,N,0.0,,452000.0,5.5,0.0,0.0,0.0,0.0,0.0,767.0,Alto,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,,0.0,1.0,0.0,-1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3779,0,CO,28.0,FEMENINO,Menos de 6 meses,,1,7,1584000.0,88000.0,N,,0.0,254714.0,3.33,227571.0,0.0,0.0,0.0,0.0,391.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,88000.0,88000.0,0.0555555555555555,,1.0,1496000.0,0.0,0.944444444444444,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3780,0,CO,28.0,MASCULINO,Menos de 6 meses,,1,3,251000.0,512000.0,N,,146667.0,0.0,,159000.0,0.0,0.0,0.0,0.0,312.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,35000.0,35000.0,0.139442231075697,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,216000.0,477000.0,0.860557768924302,,,,,,,,1.0
3815,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,3,546000.0,616000.0,N,,0.0,0.0,12.0,183333.0,0.0,0.0,0.0,0.0,150.0,Bajo,,,0,0.0,0.0,0.0,0,0,410000.0,480000.0,0.75091575091575,,1.0,,,,,,136000.0,136000.0,0.249084249084249,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3823,0,CO,28.0,MASCULINO,Menos de 6 meses,,1,5,2453000.0,633000.0,N,1.0,,519000.0,2.8,255000.0,0.0,0.0,0.0,0.0,446.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,63000.0,63000.0,0.0256828373420301,0.0,1.0,2390000.0,570000.0,0.974317162657969,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3826,0,CO,23.0,MASCULINO,de 6 meses a 1 año,TOLIMA,1,2,95999.0,95999.0,,0.0,,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,1,50000.0,0.0,0.0,0,0,,,,,,,,,,,95999.0,95999.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3831,0,CO,,DESCONOCIDO,de 6 meses a 1 año,,1,4,-1.0,151000.0,N,93.0,,-1.0,-1.0,36750.0,0.0,0.0,0.0,0.0,309.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,-1.0,151000.0,1.0,93.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3834,0,CO,38.0,MASCULINO,Menos de 6 meses,,1,3,1492000.0,1414000.0,N,2.0,,316667.0,1.0,497333.0,0.0,0.0,0.0,0.0,372.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,1492000.0,1414000.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3837,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,4,463000.0,460000.0,N,,150000.0,115000.0,1.0,115000.0,0.0,0.0,0.0,0.0,382.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,3000.0,0.0,0.00647948164146868,,1.0,460000.0,460000.0,0.993520518358531,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
3842,0,CO,28.0,FEMENINO,Menos de 6 meses,,1,3,300000.0,735000.0,N,,0.0,100000.0,1.0,100000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,300000.0,735000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3846,0,CO,37.0,MASCULINO,Menos de 6 meses,,1,2,1118000.0,1081000.0,N,,0.0,18500.0,,18500.0,0.0,0.0,0.0,0.0,312.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,1118000.0,1081000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3849,0,CO,21.0,MASCULINO,Menos de 6 meses,,1,6,311000.0,318000.0,N,,0.0,493833.0,7.2,53000.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,311000.0,318000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3850,0,CO,19.0,MASCULINO,Menos de 6 meses,,1,2,278000.0,302000.0,6,,0.0,66500.0,15.0,78500.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,145000.0,145000.0,0.521582733812949,,1.0,133000.0,157000.0,0.47841726618705,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3852,0,CO,21.0,MASCULINO,Menos de 6 meses,,1,17,6073000.0,0.0,N,,718824.0,334059.0,3.1,35824.0,0.0,0.0,0.0,0.0,721.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,44000.0,0.0,0.00724518359953894,,1.0,,,,,,,,,,,,,,,,,,,,,6029000.0,0.0,0.992754816400461,,,,,,,,2.0
3856,0,CO,39.0,MASCULINO,Menos de 6 meses,,1,10,6448000.0,7305000.0,N,,0.0,382300.0,3.5,361200.0,0.0,0.0,0.0,0.0,387.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,299000.0,299000.0,0.0463709677419354,,1.0,6149000.0,7006000.0,0.953629032258064,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3861,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,4,992000.0,90000.0,N,14.0,,37750.0,2.25,64000.0,0.0,0.0,0.0,0.0,496.0,Sin registro,ANDROID,1.0,0,0.0,0.0,0.0,0,0,751000.0,0.0,0.757056451612903,0.0,1.0,,,,,,241000.0,90000.0,0.242943548387096,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3862,0,CO,32.0,MASCULINO,Menos de 6 meses,,1,10,699000.0,350000.0,N,,0.0,189300.0,3.2,38900.0,0.0,0.0,0.0,0.0,398.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,50000.0,50000.0,0.0715307582260372,,1.0,649000.0,300000.0,0.928469241773962,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3863,0,CO,49.0,MASCULINO,Menos de 6 meses,,1,2,239000.0,239000.0,,0.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,239000.0,239000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
3875,0,CO,28.0,FEMENINO,Menos de 6 meses,"Bogotá, d.c.",1,18,2011000.0,1318000.0,N,,0.0,82611.0,1.0,109278.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,44000.0,44000.0,0.0218796618597712,,1.0,1967000.0,1274000.0,0.978120338140228,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3877,0,CO,46.0,MASCULINO,Menos de 6 meses,,1,3,1491000.0,1491000.0,6,,0.0,237333.0,12.0,19667.0,0.0,0.0,0.0,0.0,282.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,783000.0,783000.0,0.525150905432595,,1.0,708000.0,708000.0,0.474849094567404,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
3878,0,CO,32.0,FEMENINO,Menos de 6 meses,,1,3,753000.0,753000.0,,0.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,753000.0,753000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0
